Customer_Id,Age,Gender,Location,Interests,Preferences,Income (per year in dollars),Education,Occupation
CUST2144,55,F,Chicago,Dining,Discounts,109139.0,MBA,Marketing Manager
CUST2145,52,F,Austin,Gaming,Digital Banking,39662.0,Graduate,Marketing Manager
CUST2146,42,M,San Francisco,Tech,Investments,177780.0,PhD,Marketing Manager
CUST2147,59,F,San Francisco,Dining,Discounts,80774.0,Master’s,Marketing Manager
CUST2148,20,M,Miami,Gaming,Digital Banking,177034.0,PhD,Marketing Manager
CUST2149,41,F,Miami,Finance,Insurance,195633.0,Master’s,Marketing Manager
CUST2150,18,F,Chicago,Tech,Investments,82238.0,MBA,Finance Analyst
CUST2151,41,M,Chicago,Shopping,Digital Banking,187780.0,Master’s,Consultant
CUST2152,21,F,Austin,Tech,Insurance,172330.0,Graduate,Engineer
CUST2153,45,M,Austin,Travel,Digital Banking,164630.0,PhD,Finance Analyst
CUST2154,30,M,Austin,Dining,Subscriptions,171327.0,Master’s,HR Manager
CUST2155,57,F,Chicago,Tech,Subscriptions,96389.0,MBA,Finance Analyst
CUST2156,59,M,Chicago,Shopping,Digital Banking,118940.0,Graduate,Engineer
CUST2157,49,M,San Francisco,Shopping,Digital Banking,77811.0,PhD,Finance Analyst
CUST2158,28,F,Seattle,Finance,Digital Banking,73060.0,MBA,HR Manager
CUST2159,65,F,San Francisco,Streaming,Digital Banking,88084.0,PhD,Consultant
CUST2160,53,F,Austin,Finance,Digital Banking,171495.0,PhD,Finance Analyst
CUST2161,54,M,San Francisco,Tech,Insurance,71569.0,Master’s,Engineer
CUST2162,20,F,Chicago,Travel,Insurance,79460.0,PhD,Finance Analyst
CUST2163,32,F,Austin,Travel,Subscriptions,153810.0,Master’s,Finance Analyst
CUST2164,34,F,Los Angeles,Gaming,Discounts,121721.0,PhD,Engineer
CUST2165,38,F,New York,Finance,Discounts,193830.0,PhD,Engineer
CUST2166,63,M,San Francisco,Shopping,Digital Banking,32067.0,PhD,Engineer
CUST2167,31,F,San Francisco,Streaming,Subscriptions,41319.0,PhD,Finance Analyst
CUST2168,59,M,Chicago,Travel,Discounts,151990.0,Graduate,Finance Analyst
CUST2169,60,F,Los Angeles,Travel,Insurance,175373.0,MBA,HR Manager
CUST2170,18,F,Seattle,Streaming,Investments,189313.0,Master’s,Consultant
CUST2171,23,M,Austin,Tech,Subscriptions,133982.0,MBA,Finance Analyst
CUST2172,31,F,Austin,Finance,Discounts,49065.0,PhD,Engineer
CUST2173,40,M,Chicago,Travel,Insurance,187010.0,PhD,Consultant
CUST2174,56,F,Los Angeles,Travel,Investments,54740.0,Graduate,Marketing Manager
CUST2175,18,F,New York,Shopping,Discounts,188550.0,PhD,Finance Analyst
CUST2176,62,F,Chicago,Travel,Investments,41780.0,Graduate,Engineer
CUST2177,63,F,Los Angeles,Dining,Subscriptions,128879.0,PhD,Marketing Manager
CUST2178,54,F,Chicago,Tech,Subscriptions,139960.0,Graduate,HR Manager
CUST2179,55,F,Los Angeles,Shopping,Insurance,168341.0,Graduate,Finance Analyst
CUST2180,48,F,Austin,Finance,Insurance,184290.0,Master’s,Engineer
CUST2181,20,M,Austin,Streaming,Investments,174037.0,Graduate,Marketing Manager
CUST2182,50,M,Seattle,Tech,Investments,54314.0,Master’s,HR Manager
CUST2183,33,F,New York,Shopping,Investments,154430.0,MBA,HR Manager
CUST2184,38,M,Austin,Gaming,Digital Banking,84605.0,PhD,Consultant
CUST2185,19,F,San Francisco,Shopping,Digital Banking,30224.0,Graduate,Marketing Manager
CUST2186,51,F,Seattle,Finance,Investments,94764.0,PhD,Marketing Manager
CUST2187,40,F,Chicago,Finance,Digital Banking,64943.0,PhD,HR Manager
CUST2188,54,M,Austin,Gaming,Subscriptions,86602.0,MBA,Consultant
CUST2189,28,F,Austin,Finance,Insurance,134888.0,PhD,Consultant
CUST2190,28,M,Seattle,Tech,Discounts,45225.0,Master’s,Marketing Manager
CUST2191,34,M,Miami,Streaming,Subscriptions,102025.0,Master’s,Consultant
CUST2192,24,F,Chicago,Gaming,Subscriptions,32229.0,Master’s,Marketing Manager
CUST2193,24,F,Seattle,Finance,Insurance,63090.0,Master’s,Consultant
CUST2194,40,M,Seattle,Gaming,Investments,138408.0,PhD,HR Manager
CUST2195,54,F,San Francisco,Gaming,Investments,155939.0,Graduate,Consultant
CUST2196,59,M,New York,Dining,Investments,40544.0,PhD,Engineer
CUST2197,54,M,New York,Gaming,Investments,58785.0,Graduate,Finance Analyst
CUST2198,56,F,Miami,Dining,Insurance,157311.0,Master’s,Finance Analyst
CUST2199,43,M,New York,Travel,Subscriptions,100278.0,MBA,HR Manager
CUST2200,54,M,Los Angeles,Gaming,Investments,103652.0,Master’s,HR Manager
CUST2201,23,M,Seattle,Tech,Discounts,56812.0,Graduate,HR Manager
CUST2202,36,F,Miami,Streaming,Digital Banking,157601.0,PhD,Engineer
CUST2203,64,M,San Francisco,Shopping,Digital Banking,123354.0,PhD,HR Manager
CUST2204,48,F,Los Angeles,Finance,Subscriptions,169762.0,MBA,Consultant
CUST2205,65,M,San Francisco,Tech,Investments,140295.0,MBA,Consultant
CUST2206,59,M,Miami,Dining,Subscriptions,105316.0,Master’s,Consultant
CUST2207,56,F,San Francisco,Dining,Investments,35562.0,MBA,Finance Analyst
CUST2208,52,M,Chicago,Dining,Discounts,84052.0,MBA,HR Manager
CUST2209,42,M,Seattle,Streaming,Subscriptions,96408.0,Master’s,HR Manager
CUST2210,27,F,San Francisco,Travel,Insurance,182273.0,MBA,HR Manager
CUST2211,56,M,Chicago,Tech,Subscriptions,168394.0,Graduate,Consultant
CUST2212,49,F,Austin,Tech,Subscriptions,79625.0,Graduate,Consultant
CUST2213,24,M,New York,Tech,Insurance,182405.0,Graduate,Engineer
CUST2214,47,F,Austin,Travel,Discounts,157382.0,Graduate,Marketing Manager
CUST2215,18,F,Seattle,Travel,Investments,146849.0,PhD,HR Manager
CUST2216,60,M,Austin,Dining,Digital Banking,151339.0,MBA,Marketing Manager
CUST2217,64,F,New York,Finance,Insurance,84130.0,PhD,HR Manager
CUST2218,64,M,Seattle,Dining,Digital Banking,157692.0,Graduate,Consultant
CUST2219,39,M,Chicago,Tech,Discounts,153786.0,MBA,Consultant
CUST2220,27,F,Los Angeles,Streaming,Discounts,55802.0,Master’s,Finance Analyst
CUST2221,59,M,Austin,Shopping,Investments,105427.0,Graduate,Finance Analyst
CUST2222,48,M,Miami,Streaming,Insurance,61162.0,PhD,Marketing Manager
CUST2223,47,F,Los Angeles,Gaming,Digital Banking,34489.0,PhD,Engineer
CUST2224,53,M,San Francisco,Gaming,Discounts,46638.0,MBA,Consultant
CUST2225,28,M,Austin,Gaming,Subscriptions,60674.0,PhD,Consultant
CUST2226,42,F,Austin,Gaming,Digital Banking,122149.0,MBA,Consultant
CUST2227,18,F,Seattle,Dining,Discounts,138304.0,MBA,Finance Analyst
CUST2228,49,F,Miami,Gaming,Investments,67294.0,Master’s,Finance Analyst
CUST2229,31,F,San Francisco,Streaming,Digital Banking,168195.0,Master’s,Engineer
CUST2230,24,F,Chicago,Dining,Discounts,50726.0,Graduate,HR Manager
CUST2231,20,M,Miami,Gaming,Investments,181980.0,Graduate,Engineer
CUST2232,20,M,Los Angeles,Streaming,Discounts,108246.0,Graduate,Consultant
CUST2233,64,F,Miami,Finance,Insurance,118979.0,Graduate,HR Manager
CUST2234,46,M,Austin,Streaming,Insurance,110539.0,MBA,HR Manager
CUST2235,42,F,Austin,Finance,Discounts,63798.0,PhD,Engineer
CUST2236,34,M,Miami,Travel,Subscriptions,154573.0,PhD,Engineer
CUST2237,55,F,Los Angeles,Dining,Subscriptions,52136.0,MBA,HR Manager
CUST2238,38,F,Miami,Finance,Subscriptions,99550.0,PhD,Consultant
CUST2239,41,F,Seattle,Travel,Discounts,188558.0,PhD,Marketing Manager
CUST2240,43,M,New York,Streaming,Digital Banking,95332.0,Master’s,Consultant
CUST2241,36,F,Miami,Finance,Digital Banking,158294.0,PhD,Engineer
CUST2242,40,M,Miami,Tech,Investments,46978.0,Master’s,Engineer
CUST2243,27,M,San Francisco,Tech,Discounts,133722.0,Master’s,HR Manager
CUST2244,31,F,Chicago,Finance,Insurance,138045.0,MBA,HR Manager
CUST2245,21,F,Austin,Shopping,Subscriptions,130125.0,MBA,Engineer
CUST2246,28,M,Chicago,Shopping,Digital Banking,169601.0,Graduate,HR Manager
CUST2247,65,M,Los Angeles,Gaming,Investments,117072.0,Graduate,HR Manager
CUST2248,25,F,Miami,Travel,Investments,50220.0,PhD,HR Manager
CUST2249,63,M,Chicago,Tech,Subscriptions,187177.0,PhD,Marketing Manager
CUST2250,20,F,San Francisco,Streaming,Insurance,190593.0,MBA,Engineer
CUST2251,27,M,Chicago,Gaming,Subscriptions,64938.0,Master’s,Marketing Manager
CUST2252,41,M,Miami,Shopping,Digital Banking,125526.0,Graduate,HR Manager
CUST2253,61,M,Los Angeles,Shopping,Discounts,72237.0,MBA,Consultant
CUST2254,20,M,San Francisco,Travel,Investments,135263.0,Graduate,HR Manager
CUST2255,23,F,Chicago,Finance,Insurance,62095.0,PhD,HR Manager
CUST2256,19,F,San Francisco,Tech,Digital Banking,137312.0,PhD,Finance Analyst
CUST2257,43,M,Seattle,Gaming,Investments,142178.0,Master’s,Consultant
CUST2258,25,M,New York,Gaming,Insurance,151057.0,Graduate,Consultant
CUST2259,43,F,Chicago,Travel,Discounts,148082.0,Master’s,Marketing Manager
CUST2260,23,F,San Francisco,Finance,Digital Banking,64913.0,PhD,Marketing Manager
CUST2261,58,M,Austin,Streaming,Insurance,63216.0,Master’s,Finance Analyst
CUST2262,24,M,Austin,Finance,Subscriptions,99511.0,Master’s,Marketing Manager
CUST2263,25,F,San Francisco,Shopping,Discounts,56311.0,Master’s,Consultant
CUST2264,36,M,Seattle,Tech,Insurance,52390.0,Master’s,Consultant
CUST2265,40,F,Los Angeles,Gaming,Insurance,85567.0,MBA,Consultant
CUST2266,41,M,Seattle,Travel,Investments,158367.0,MBA,Engineer
CUST2267,58,F,Austin,Tech,Digital Banking,80694.0,Master’s,HR Manager
CUST2268,33,M,New York,Gaming,Discounts,157565.0,Master’s,Consultant
CUST2269,30,M,San Francisco,Shopping,Investments,134556.0,MBA,Consultant
CUST2270,24,F,Los Angeles,Streaming,Discounts,109586.0,MBA,Consultant
CUST2271,35,F,San Francisco,Gaming,Digital Banking,42048.0,Master’s,HR Manager
CUST2272,34,M,Los Angeles,Tech,Discounts,36396.0,Master’s,Engineer
CUST2273,44,M,Austin,Gaming,Discounts,116048.0,MBA,Consultant
CUST2274,41,F,San Francisco,Gaming,Investments,103750.0,MBA,HR Manager
CUST2275,48,M,Chicago,Streaming,Discounts,176329.0,PhD,Consultant
CUST2276,53,M,Seattle,Finance,Investments,179604.0,PhD,Consultant
CUST2277,29,M,San Francisco,Streaming,Insurance,148549.0,PhD,Finance Analyst
CUST2278,20,F,New York,Shopping,Subscriptions,81598.0,Graduate,Finance Analyst
CUST2279,29,M,Seattle,Streaming,Digital Banking,135362.0,PhD,Consultant
CUST2280,62,M,Miami,Shopping,Investments,171449.0,Master’s,Engineer
CUST2281,54,F,Chicago,Gaming,Digital Banking,43692.0,PhD,HR Manager
CUST2282,37,F,Los Angeles,Tech,Discounts,140550.0,MBA,HR Manager
CUST2283,64,F,Austin,Dining,Insurance,177059.0,Graduate,Engineer
CUST2284,50,M,Seattle,Finance,Insurance,115929.0,Master’s,Marketing Manager
CUST2285,29,M,Chicago,Gaming,Digital Banking,195408.0,Master’s,Consultant
CUST2286,45,F,Miami,Tech,Investments,132003.0,Master’s,Marketing Manager
CUST2287,26,M,Austin,Dining,Discounts,45507.0,Master’s,Finance Analyst
CUST2288,19,F,Miami,Shopping,Subscriptions,178977.0,Master’s,Finance Analyst
CUST2289,60,F,Seattle,Shopping,Digital Banking,133672.0,Graduate,HR Manager
CUST2290,47,M,Seattle,Finance,Discounts,59474.0,Graduate,Finance Analyst
CUST2291,47,M,Los Angeles,Finance,Digital Banking,189296.0,Master’s,Engineer
CUST2292,44,M,Chicago,Finance,Insurance,144047.0,Graduate,HR Manager
CUST2293,25,M,Seattle,Finance,Discounts,60832.0,MBA,Finance Analyst
CUST2294,29,F,Miami,Tech,Investments,44946.0,Master’s,Finance Analyst
CUST2295,45,M,Austin,Travel,Digital Banking,65679.0,Master’s,Marketing Manager
CUST2296,31,F,Seattle,Travel,Subscriptions,102353.0,Master’s,Consultant
CUST2297,39,F,Seattle,Shopping,Discounts,163244.0,PhD,HR Manager
CUST2298,55,M,New York,Tech,Insurance,142173.0,Graduate,HR Manager
CUST2299,61,M,San Francisco,Shopping,Discounts,119616.0,MBA,Marketing Manager
CUST2300,22,F,New York,Tech,Subscriptions,55096.0,Master’s,Consultant
CUST2301,30,F,Austin,Finance,Discounts,187571.0,PhD,Consultant
CUST2302,41,F,Seattle,Gaming,Insurance,63699.0,Graduate,Consultant
CUST2303,51,M,San Francisco,Tech,Digital Banking,74903.0,PhD,Marketing Manager
CUST2304,31,M,Chicago,Travel,Investments,157921.0,Master’s,HR Manager
CUST2305,39,M,San Francisco,Shopping,Discounts,91608.0,PhD,Marketing Manager
CUST2306,60,M,San Francisco,Shopping,Subscriptions,195384.0,Graduate,Engineer
CUST2307,33,F,Austin,Tech,Digital Banking,75755.0,Graduate,HR Manager
CUST2308,23,F,Austin,Finance,Investments,59570.0,Master’s,Finance Analyst
CUST2309,45,F,Chicago,Shopping,Digital Banking,147973.0,PhD,Engineer
CUST2310,40,F,Los Angeles,Finance,Digital Banking,100984.0,MBA,HR Manager
CUST2311,33,M,Los Angeles,Travel,Insurance,60879.0,Graduate,Engineer
CUST2312,46,M,Chicago,Finance,Discounts,76255.0,PhD,Finance Analyst
CUST2313,60,F,Miami,Streaming,Subscriptions,69898.0,Master’s,Consultant
CUST2314,24,M,Chicago,Gaming,Insurance,90934.0,PhD,Marketing Manager
CUST2315,19,F,Austin,Shopping,Subscriptions,74077.0,PhD,Consultant
CUST2316,61,F,New York,Tech,Subscriptions,185051.0,Graduate,HR Manager
CUST2317,21,F,Chicago,Finance,Investments,110920.0,PhD,Consultant
CUST2318,18,M,Los Angeles,Travel,Discounts,35892.0,PhD,HR Manager
CUST2319,22,F,Austin,Gaming,Discounts,83572.0,Master’s,Engineer
CUST2320,42,F,Miami,Tech,Digital Banking,148129.0,PhD,Consultant
CUST2321,29,F,New York,Shopping,Discounts,114488.0,MBA,Engineer
CUST2322,21,M,Austin,Travel,Insurance,136552.0,Graduate,Engineer
CUST2323,51,M,Chicago,Travel,Investments,139766.0,PhD,Consultant
CUST2324,35,F,Chicago,Gaming,Digital Banking,111673.0,Master’s,Finance Analyst
CUST2325,63,F,Seattle,Shopping,Insurance,39810.0,Master’s,Finance Analyst
CUST2326,40,F,Los Angeles,Travel,Investments,40457.0,MBA,HR Manager
CUST2327,61,M,Chicago,Streaming,Discounts,31592.0,Master’s,Marketing Manager
CUST2328,52,F,New York,Shopping,Subscriptions,51736.0,PhD,Consultant
CUST2329,47,M,Chicago,Tech,Subscriptions,154546.0,Master’s,Marketing Manager
CUST2330,41,M,New York,Shopping,Discounts,86359.0,Master’s,Consultant
CUST2331,47,M,San Francisco,Travel,Digital Banking,65088.0,Master’s,Finance Analyst
CUST2332,50,M,Austin,Streaming,Insurance,184709.0,PhD,Consultant
CUST2333,44,F,Chicago,Gaming,Discounts,88399.0,PhD,Consultant
CUST2334,28,F,New York,Gaming,Discounts,198089.0,Graduate,Marketing Manager
CUST2335,36,F,Los Angeles,Shopping,Discounts,172362.0,Graduate,HR Manager
CUST2336,56,M,Miami,Dining,Insurance,107913.0,PhD,Consultant
CUST2337,20,F,Miami,Dining,Digital Banking,125474.0,Master’s,Consultant
CUST2338,20,F,New York,Travel,Discounts,160872.0,Master’s,Marketing Manager
CUST2339,54,F,Miami,Finance,Insurance,117938.0,Graduate,HR Manager
CUST2340,43,F,New York,Streaming,Subscriptions,149423.0,PhD,Engineer
CUST2341,63,F,Miami,Finance,Digital Banking,67209.0,Master’s,Engineer
CUST2342,23,F,Miami,Gaming,Subscriptions,70988.0,MBA,HR Manager
CUST2343,29,M,Miami,Finance,Discounts,129040.0,MBA,HR Manager
CUST2344,43,F,Seattle,Shopping,Subscriptions,156690.0,PhD,Consultant
CUST2345,36,M,Chicago,Travel,Subscriptions,141897.0,MBA,Finance Analyst
CUST2346,35,M,Seattle,Finance,Investments,141798.0,Master’s,Consultant
CUST2347,33,F,Seattle,Dining,Insurance,80377.0,PhD,Finance Analyst
CUST2348,20,M,Miami,Streaming,Subscriptions,98279.0,PhD,HR Manager
CUST2349,43,F,San Francisco,Tech,Discounts,89767.0,PhD,Finance Analyst
CUST2350,29,F,Los Angeles,Tech,Subscriptions,95476.0,PhD,Marketing Manager
CUST2351,32,F,Los Angeles,Dining,Subscriptions,48173.0,Graduate,Consultant
CUST2352,18,M,Miami,Tech,Investments,103770.0,Master’s,Engineer
CUST2353,45,F,Los Angeles,Finance,Insurance,35844.0,PhD,Marketing Manager
CUST2354,57,F,San Francisco,Dining,Investments,180383.0,Master’s,Finance Analyst
CUST2355,43,M,Los Angeles,Tech,Insurance,185744.0,MBA,Engineer
CUST2356,57,F,New York,Dining,Subscriptions,132226.0,Master’s,HR Manager
CUST2357,50,F,San Francisco,Shopping,Insurance,197638.0,Graduate,Finance Analyst
CUST2358,48,M,Chicago,Travel,Digital Banking,133497.0,PhD,Finance Analyst
CUST2359,31,F,Austin,Travel,Subscriptions,34377.0,Master’s,HR Manager
CUST2360,41,M,New York,Travel,Insurance,35054.0,Graduate,Finance Analyst
CUST2361,62,F,Miami,Dining,Insurance,131070.0,Graduate,Marketing Manager
CUST2362,57,M,Austin,Finance,Insurance,155011.0,PhD,Engineer
CUST2363,20,M,Austin,Tech,Subscriptions,121523.0,Graduate,Engineer
CUST2364,23,M,Miami,Finance,Discounts,104950.0,Graduate,Finance Analyst
CUST2365,47,M,Miami,Tech,Subscriptions,101513.0,MBA,Consultant
