Customer_Id,Industry,Financial_Needs,Preferences,Revenue_Lower,Revenue_Upper,Revenue_Mid,Employees_Lower,Employees_Upper,Employees_Mid
ORG_US_045,Retail,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_046,Education,Investment Funds,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_047,Real Estate,Business Loans,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_048,Finance,Supply Chain Financing,Employee Benefits,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_049,Finance,Business Loans,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_050,Real Estate,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_051,Retail,Payment Processing,Employee Benefits,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_052,Manufacturing,Payment Processing,Cloud Services,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_053,Healthcare,Supply Chain Financing,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_054,Real Estate,Investment Funds,Digital Payments,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_055,Finance,Payment Processing,Employee Benefits,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_056,Retail,Business Loans,Digital Payments,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_057,IT Services,Payment Processing,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_058,Real Estate,Business Loans,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_059,Manufacturing,Supply Chain Financing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_060,Manufacturing,Business Loans,Digital Payments,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_061,IT Services,Supply Chain Financing,Employee Benefits,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_062,Healthcare,Business Loans,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_063,Finance,Investment Funds,Employee Benefits,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_064,Education,Payment Processing,Ethical Sourcing,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_065,Healthcare,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_066,IT Services,Payment Processing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_067,Healthcare,Payment Processing,Cloud Services,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_068,Retail,Supply Chain Financing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_069,IT Services,Payment Processing,Cloud Services,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_070,Real Estate,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_071,Manufacturing,Business Loans,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_072,Finance,Investment Funds,Digital Payments,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_073,Retail,Supply Chain Financing,Digital Payments,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_074,Retail,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_075,Education,Payment Processing,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_076,Real Estate,Supply Chain Financing,Cloud Services,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_077,Healthcare,Investment Funds,Digital Payments,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_078,Real Estate,Supply Chain Financing,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_079,IT Services,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_080,Manufacturing,Business Loans,Digital Payments,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_081,IT Services,Payment Processing,Cloud Services,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_082,Finance,Supply Chain Financing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_083,Real Estate,Investment Funds,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_084,Healthcare,Business Loans,Ethical Sourcing,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_085,Healthcare,Supply Chain Financing,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_086,Real Estate,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_087,Retail,Business Loans,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_088,Healthcare,Business Loans,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_089,Manufacturing,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_090,Education,Supply Chain Financing,Digital Payments,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_091,Manufacturing,Investment Funds,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_092,Retail,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_093,IT Services,Supply Chain Financing,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_094,Manufacturing,Investment Funds,Digital Payments,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_095,Finance,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_096,Retail,Supply Chain Financing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_097,Finance,Business Loans,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_098,Finance,Investment Funds,Employee Benefits,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_099,Healthcare,Payment Processing,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_100,Education,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_101,Retail,Supply Chain Financing,Cloud Services,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_102,Healthcare,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_103,Manufacturing,Business Loans,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_104,IT Services,Business Loans,Digital Payments,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_105,Retail,Business Loans,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_106,Real Estate,Payment Processing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_107,Healthcare,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_108,Real Estate,Business Loans,Employee Benefits,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_109,Manufacturing,Investment Funds,Digital Payments,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_110,Real Estate,Investment Funds,Digital Payments,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_111,Manufacturing,Supply Chain Financing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_112,Healthcare,Supply Chain Financing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_113,Real Estate,Business Loans,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_114,Retail,Payment Processing,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_115,Real Estate,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_116,Education,Supply Chain Financing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_117,Manufacturing,Payment Processing,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_118,IT Services,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_119,Manufacturing,Investment Funds,Cloud Services,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_120,Education,Supply Chain Financing,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_121,IT Services,Investment Funds,Employee Benefits,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_122,Healthcare,Supply Chain Financing,Employee Benefits,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_123,IT Services,Supply Chain Financing,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_124,Finance,Supply Chain Financing,Cloud Services,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_125,Manufacturing,Business Loans,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_126,Real Estate,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_127,Manufacturing,Payment Processing,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_128,IT Services,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_129,IT Services,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_130,Real Estate,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_131,Manufacturing,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_132,IT Services,Supply Chain Financing,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_133,IT Services,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_134,Retail,Business Loans,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_135,Education,Payment Processing,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_136,Retail,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_137,Finance,Supply Chain Financing,Employee Benefits,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_138,IT Services,Payment Processing,Digital Payments,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_139,Manufacturing,Payment Processing,Employee Benefits,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_140,Healthcare,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_141,Healthcare,Investment Funds,Ethical Sourcing,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_142,Manufacturing,Supply Chain Financing,Ethical Sourcing,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_143,Healthcare,Investment Funds,Cloud Services,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_144,IT Services,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_145,Healthcare,Payment Processing,Digital Payments,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_146,IT Services,Supply Chain Financing,Cloud Services,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_147,Education,Business Loans,Employee Benefits,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_148,Education,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_149,IT Services,Investment Funds,Employee Benefits,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_150,Education,Business Loans,Digital Payments,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_151,Healthcare,Business Loans,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_152,Retail,Business Loans,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_153,Manufacturing,Supply Chain Financing,Digital Payments,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_154,Retail,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_155,Retail,Business Loans,Digital Payments,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_156,Real Estate,Investment Funds,Digital Payments,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_157,Retail,Payment Processing,Employee Benefits,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_158,Manufacturing,Payment Processing,Employee Benefits,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_159,Healthcare,Business Loans,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_160,Real Estate,Supply Chain Financing,Digital Payments,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_161,Education,Payment Processing,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_162,Healthcare,Investment Funds,Cloud Services,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_163,IT Services,Supply Chain Financing,Digital Payments,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_164,Finance,Investment Funds,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_165,IT Services,Payment Processing,Ethical Sourcing,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_166,Retail,Payment Processing,Digital Payments,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_167,Manufacturing,Business Loans,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_168,Real Estate,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_169,Manufacturing,Investment Funds,Ethical Sourcing,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_170,Retail,Payment Processing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_171,Real Estate,Payment Processing,Ethical Sourcing,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_172,IT Services,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_173,Finance,Payment Processing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_174,Real Estate,Business Loans,Ethical Sourcing,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_175,Real Estate,Business Loans,Ethical Sourcing,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_176,Finance,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_177,Healthcare,Payment Processing,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_178,Manufacturing,Payment Processing,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_179,Education,Business Loans,Digital Payments,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_180,IT Services,Supply Chain Financing,Employee Benefits,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_181,Education,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_182,Manufacturing,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_183,Real Estate,Supply Chain Financing,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_184,Healthcare,Investment Funds,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_185,Manufacturing,Investment Funds,Cloud Services,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_186,Healthcare,Payment Processing,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_187,Real Estate,Investment Funds,Ethical Sourcing,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_188,Education,Payment Processing,Cloud Services,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_189,Manufacturing,Payment Processing,Employee Benefits,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_190,Finance,Payment Processing,Digital Payments,100000000.0,500000000.0,300000000.0,1000.0,5000.0,3000.0
ORG_US_191,Retail,Payment Processing,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_192,Finance,Payment Processing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_193,Healthcare,Investment Funds,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_194,Real Estate,Investment Funds,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_195,Manufacturing,Business Loans,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_196,Manufacturing,Business Loans,Digital Payments,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_197,Retail,Supply Chain Financing,Employee Benefits,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_198,Finance,Business Loans,Employee Benefits,100000000.0,500000000.0,300000000.0,100.0,500.0,300.0
ORG_US_199,Retail,Investment Funds,Ethical Sourcing,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_200,Manufacturing,Payment Processing,Employee Benefits,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_201,IT Services,Supply Chain Financing,Ethical Sourcing,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_202,Retail,Payment Processing,Employee Benefits,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_203,Finance,Investment Funds,Cloud Services,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_204,Retail,Payment Processing,Ethical Sourcing,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_205,Healthcare,Investment Funds,Ethical Sourcing,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_206,IT Services,Investment Funds,Cloud Services,100000000.0,500000000.0,300000000.0,500.0,1000.0,750.0
ORG_US_207,Retail,Supply Chain Financing,Cloud Services,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_208,Manufacturing,Investment Funds,Ethical Sourcing,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_209,Finance,Supply Chain Financing,Ethical Sourcing,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_210,Real Estate,Business Loans,Cloud Services,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_211,Education,Business Loans,Ethical Sourcing,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_212,Finance,Supply Chain Financing,Cloud Services,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_213,Real Estate,Payment Processing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,100.0,500.0,300.0
ORG_US_214,Manufacturing,Investment Funds,Digital Payments,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_215,Manufacturing,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,500.0,1000.0,750.0
ORG_US_216,Retail,Payment Processing,Cloud Services,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_217,Finance,Supply Chain Financing,Employee Benefits,50000000.0,100000000.0,75000000.0,500.0,1000.0,750.0
ORG_US_218,IT Services,Investment Funds,Cloud Services,500000000.0,1000000000.0,750000000.0,500.0,1000.0,750.0
ORG_US_219,Education,Supply Chain Financing,Cloud Services,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_220,Education,Payment Processing,Digital Payments,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_221,Healthcare,Supply Chain Financing,Ethical Sourcing,50000000.0,100000000.0,75000000.0,1000.0,5000.0,3000.0
ORG_US_222,Manufacturing,Supply Chain Financing,Cloud Services,500000000.0,1000000000.0,750000000.0,1000.0,5000.0,3000.0
ORG_US_223,Education,Investment Funds,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_224,Healthcare,Investment Funds,Ethical Sourcing,10000000.0,50000000.0,30000000.0,100.0,500.0,300.0
ORG_US_225,Education,Supply Chain Financing,Digital Payments,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_226,Real Estate,Supply Chain Financing,Cloud Services,10000000.0,50000000.0,30000000.0,1000.0,5000.0,3000.0
ORG_US_227,Healthcare,Business Loans,Digital Payments,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
ORG_US_228,Retail,Payment Processing,Employee Benefits,500000000.0,1000000000.0,750000000.0,100.0,500.0,300.0
